z,p,T_rho,T,qv,h,T_env,q_env,h_env,T_rho_u,T_u,qv_u,h_u,CAPE_u,B_u,T_rho_w,T_w,qv_w,h_w,CAPE_w,B_w,ent
3400.0,67402.25907204543,279.66098689546345,278.2801740321493,0.008163926970120965,58960.78896946116,278.66799639235364,0.0058627928984452135,53594.254867796786,282.955301820173,281.2423199111233,0.010021175268014756,66618.74505250002,2849.690926215627,0.11555859031378216,281.93819591073105,280.3339713220667,0.009415339672282917,64178.00274728293,905.7088881945941,0.07988036045987919,0.00038666666666666667
3450.0,66991.66470085662,279.35292530751343,277.99271872736455,0.008050410086128201,58875.85492289079,278.37506462087725,0.005779539133621666,53580.07539609428,282.70050507740785,281.006046529422,0.009921145921752495,66618.74505250002,2849.690926215627,0.11755651925432349,281.6587709157151,280.07472473310827,0.009305516309647377,64130.375881825246,905.7088881945941,0.08097407747406825,0.00038500000000000003
3500.0,66583.12289036575,279.0445483989425,277.70474601948274,0.007937870253944225,58792.90008737815,278.08166113313007,0.005697044966928325,53567.364346130096,282.44505272929524,280.76904574506176,0.00982139439769456,66618.74505250002,2849.690926215627,0.11954703172723585,281.3785179451431,279.81455007169603,0.00919610851361724,64082.89952963946,905.7088881945941,0.08205227939265694,0.00038333333333333334
3550.0,66176.62516966439,278.7358444219738,277.4162455364066,0.007826302020280911,58711.899742400994,277.7877753870785,0.005615305456627788,53556.09820854677,282.18893737480795,280.5313096473566,0.009721923887302416,66618.74505250002,2849.690926215627,0.12153026797665939,281.09742939367027,279.5534388019006,0.00908712210922524,64035.579621313664,905.7088881945941,0.08311506767414485,0.00038166666666666666
3600.0,65772.16308150928,278.4268016036473,277.1272068548392,0.0077157000593761245,58632.8294413934,277.4933967937793,0.005534315765209105,53546.25369376938,281.93215151938944,280.29283022645427,0.009622737622520285,66618.74505250002,2849.690926215627,0.12350636675553477,280.81549752251897,279.2913822577067,0.00897856292284037,63988.42195495621,905.7088881945941,0.08416254049238167,0.00038
3650.0,65369.72818254665,278.1174081451851,276.83761950016014,0.0076060591707809025,58555.66500589418,277.19851471717834,0.00545407115750779,53537.80772692962,281.67468757406476,280.05359937241394,0.009523838876163556,66618.74505250002,2849.690926215627,0.12547546530813478,280.53271445938054,279.02837164280794,0.008870436782892354,63941.43219778087,905.7088881945941,0.08519479273260136,0.0003783333333333334
3700.0,64969.312043533224,277.8076522214966,276.5474729464308,0.007497374277200282,58480.38251995922,276.90311847403814,0.005374566998872169,53530.7374430386,281.4165378545645,279.81360887429827,0.009425230962302666,66618.74505250002,2849.690926215627,0.12743769934807037,280.24907219836354,278.76439803045264,0.00876274952056408,63894.61588766204,905.7088881945941,0.08621191598411777,0.00037666666666666664
3750.0,64570.906249553496,277.49752198081984,276.25675661652576,0.007389640422380894,58406.95832482419,276.60719733399304,0.005295798753371298,53525.020182395274,281.15769458046066,279.5728504192795,0.00932691723664098,66618.74505250002,2849.690926215627,0.12939320303176688,279.96456259998786,278.499452363345,0.008655506970451492,63847.978434661236,905.7088881945941,0.08721399852972751,0.000375
3800.0,64174.50240023403,277.18700554450453,275.96545988239524,0.007282852769041056,58335.36901380523,276.31074051973707,0.00521776198204165,53520.63348622847,280.89814987431856,279.3313155917635,0.009228901096886863,66618.74505250002,2849.690926215627,0.1313421089273622,279.6791773912337,278.23352545360603,0.00854871497118913,63801.525122526036,905.7088881945941,0.08820112533192907,0.0003733333333333334
3850.0,63780.09210995523,276.8760910069319,275.6735720654574,0.007177006596837027,58265.59142742576,276.01373720734125,0.005140452341166897,53517.55509255494,280.63789576086464,279.08899587253114,0.009131185983118207,66618.74505250002,2849.690926215627,0.13328454797910338,279.3929081656458,277.9666079827991,0.00844237936604041,63755.2611101627,905.7088881945941,0.08917337801610682,0.00037166666666666663
3900.0,63387.66700805991,276.56476643557653,275.38108243712423,0.007072097300361431,58197.60264875862,275.71617652670517,0.005063865580588256,53515.762932251564,280.37692416617296,278.84588263790147,0.009033775378139704,66618.74505250002,2849.690926215627,0.1352206494671559,279.1057463834995,277.6986905020237,0.008336506003450813,63709.19143308346,905.7088881945941,0.0901308348506883,0.00037
