CAPE_u,CAPE_ext,dh,sat_def,P,RH,dz,ent_b
2770.346037484408,2012.447835547888,-8126.113076829752,0.005357515251304462,5.0,0.06,4200.0,0.0001777789483449199
3153.4510000127025,2216.2756435516417,-9176.839263358946,0.005216884753893909,6.0,0.06,4200.0,0.00021314588947975957
3505.1057910834656,2384.555025550911,-10123.153267583722,0.005088334208177233,7.0,0.06,4200.0,0.00024845039997114225
3830.3186566943605,2523.710153988824,-10983.004739000033,0.0049490368031551305,8.0,0.06,4150.0,0.00028369269983912767
4132.943190703468,2638.3596939143645,-11769.882470601791,0.004840685330410665,9.0,0.06,4150.0,0.0003188730079427189
4416.009687467294,2732.555067883829,-12494.393220452068,0.004739975987390531,10.0,0.06,4150.0,0.0003539915419880172
4681.959977464518,2809.1827872678,-13165.057581109024,0.004645988566841993,11.0,0.06,4150.0,0.0003890485185363046
4932.788571256626,2870.991129934178,-13788.782845555172,0.004557957962084367,12.0,0.06,4150.0,0.0004240441530120581
5170.1492353565745,2919.854596983952,-14371.24540467409,0.004475241033896824,13.0,0.06,4150.0,0.00045897865971089135
5395.431791916558,2957.804265384187,-14917.16605630036,0.004397291929100875,14.0,0.06,4150.0,0.0004938522518074282
5609.815812157986,2986.0674887206656,-15430.512350931487,0.004323643408056168,15.0,0.06,4150.0,0.0005286651413631086
5814.311920438415,3006.1253026208105,-15914.650192228357,0.004253892557594154,16.0,0.06,4150.0,0.0005634175393339245
6009.793336588191,3018.9393033805236,-16372.459307704768,0.00418768917461825,17.0,0.06,4150.0,0.0005981096555780908
6197.020982112381,3025.4440865848196,-16806.42147109948,0.00412472725109854,18.0,0.06,4150.0,0.000632741698863649
6376.661194546507,3026.5963354339215,-17218.743169873298,0.004050413153135195,19.0,0.06,4100.0,0.0006673138768760085
6549.299633797203,3022.930475692777,-17611.296004152187,0.003993555405005542,20.0,0.06,4100.0,0.0007018263962254038
6715.456485741128,3015.124889654683,-17985.681394680163,0.003939196392534068,21.0,0.06,4100.0,0.000736279462454328
6875.597968749069,3003.8115894382026,-18343.358708680025,0.003887150360310399,22.0,0.06,4100.0,0.0007706732800448598
7030.138436714802,2989.338215395832,-18685.621850791424,0.0038372508770930314,23.0,0.06,4100.0,0.0008050080524259507
7179.448605947062,2972.1326096547723,-19013.624244343773,0.003789348430792072,24.0,0.06,4100.0,0.0008392839819806442
7323.869191545169,2952.662053262751,-19328.397224337925,0.0037433079708271495,25.0,0.06,4100.0,0.0008735012700532328
7463.701663196116,2931.1987850737482,-19630.86734406536,0.0036990074384294176,26.0,0.06,4100.0,0.0009076601169563551
7599.223753311783,2907.9995900112112,-19921.86961059617,0.003656335806836752,27.0,0.06,4100.0,0.0009417607219780316
7730.6892653634,2883.3262114311583,-20202.158722032764,0.00361519216282737,28.0,0.06,4100.0,0.000975803283388641
7858.326078268237,2857.411159256848,-20472.419903144386,0.003575484294547247,29.0,0.06,4100.0,0.0010097879984478366
7982.349440093888,2830.5133800663057,-20733.275727321845,0.003537127717569769,30.0,0.06,4100.0,0.001043715063411405
0.0,0.0,-2.1237246499294997,0.0060980227162725845,0.0,0.1,4250.0,0.0
703.7127295501855,587.9908918998254,-2130.3171301528128,0.0058289656486998406,1.0,0.1,4200.0,3.5682435870027843e-05
1291.8765734848134,1040.5867265126885,-3884.82357983369,0.005627352318900721,2.0,0.1,4200.0,7.13013232899229e-05
1801.3619274235841,1400.5156390098387,-5374.746260286789,0.005449998337918626,3.0,0.1,4200.0,0.00010685688820990892
2252.804981784339,1692.1480910001665,-6667.465209244459,0.005291832759999846,4.0,0.1,4200.0,0.0001423493553772791
2659.1966020498166,1931.1717794179942,-7807.449542647868,0.005149252249533862,5.0,0.1,4200.0,0.0001777789483449199
3029.3600887483485,2128.4042141035998,-8825.62698034165,0.005019594964953431,6.0,0.1,4200.0,0.00021314588947975957
3369.6243194011126,2291.601834577085,-9744.396184282195,0.004900834014460438,7.0,0.1,4200.0,0.00024845039997114225
3684.7088563195925,2426.8764206876913,-10580.577931050735,0.004770755907387738,8.0,0.1,4150.0,0.00028369269983912767
3978.2486000348367,2538.608777912143,-11347.114986880086,0.004670314600433301,9.0,0.1,4150.0,0.0003188730079427189
4253.110011386943,2630.6499879197163,-12053.929988877331,0.004576808923338086,10.0,0.1,4150.0,0.0003539915419880172
4511.604264310506,2705.7751299817373,-12709.095374293742,0.004489414996062461,11.0,0.1,4150.0,0.0003890485185363046
4755.61885956499,2766.5834380947244,-13319.165565942581,0.004407446558986512,12.0,0.1,4150.0,0.0004240441530120581
4986.723788597376,2814.8977085183533,-13889.535154884601,0.004330325817721525,13.0,0.1,4150.0,0.00045897865971089135
5206.238905412963,2852.6327190030775,-14424.697260889654,0.00425756154726239,14.0,0.1,4150.0,0.0004938522518074282
5415.285679117065,2880.979483117589,-14928.433526394794,0.004188732521573413,15.0,0.1,4150.0,0.0005286651413631086
5614.825834323003,2901.3847787077752,-15403.956230140044,0.004123474860928143,16.0,0.1,4150.0,0.0005634175393339245
5805.6910334545955,2914.7298627490063,-15854.016920528913,0.004061472181202033,17.0,0.1,4150.0,0.0005981096555780908
5988.60722898953,2921.9610345404762,-16280.990560090155,0.004002447439737522,18.0,0.1,4150.0,0.000632741698863649
6164.210237503901,2923.9529591168025,-16686.940173453768,0.003946156770560922,19.0,0.1,4150.0,0.0006673138768760085
6333.059202866779,2921.243694291213,-17073.695940388017,0.00387854061816917,20.0,0.1,4100.0,0.0007018263962254038
6495.651367239137,2914.5162091431353,-17442.882743027156,0.0038274543305534857,21.0,0.1,4100.0,0.000736279462454328
6652.4334954880915,2904.3274418584974,-17795.830200181197,0.003778501928113717,22.0,0.1,4100.0,0.0007706732800448598
6803.801001387298,2891.040502551309,-18133.783175115466,0.0037315319192318323,23.0,0.1,4100.0,0.0008050080524259507
6950.109643023994,2875.071791168329,-18457.852136565234,0.0036864078996669365,24.0,0.1,4100.0,0.0008392839819806442
7091.687261119615,2856.9053012505406,-18769.031027575278,0.0036430067664868604,25.0,0.1,4100.0,0.0008735012700532328
7228.821041765026,2836.740619367317,-19068.213829704684,0.0036012168963704735,26.0,0.1,4100.0,0.0009076601169563551
7361.779718796784,2814.860909453922,-19356.20617455127,0.003560936869253242,27.0,0.1,4100.0,0.0009417607219780316
7490.804760370119,2791.5211190849554,-19633.73790490489,0.0035220743252696507,28.0,0.1,4100.0,0.000975803283388641
7616.1178278626485,2766.965202625574,-19901.470988404057,0.0034845446481814087,29.0,0.1,4100.0,0.0010097879984478366
7737.92293286007,2741.4213146802754,-20160.008218805488,0.003448270640679689,30.0,0.1,4100.0,0.001043715063411405
0.0,0.0,-2.1237246499294997,0.0058046942262319256,0.0,0.13999999999999999,4250.0,0.0
671.1979849327288,560.7758500556548,-2032.0115701589093,0.005559337517453648,1.0,0.13999999999999999,4200.0,3.5682435870027843e-05
1233.8268559037508,993.6834592392529,-3711.375566858922,0.005376129264495741,2.0,0.13999999999999999,4200.0,7.13013232899229e-05
1722.3982302616034,1338.8594601116704,-5141.856779228525,0.0052144701858030966,3.0,0.13999999999999999,4200.0,0.00010685688820990892
2156.228497754466,1619.2168516177878,-6386.35137865087,0.005069907540195989,4.0,0.13999999999999999,4200.0,0.0001423493553772791
2547.4826316032663,1849.5226835106323,-7486.442945338036,0.004939269448967311,5.0,0.13999999999999999,4200.0,0.0001777789483449199
2904.436698834893,2039.9914165158848,-8471.10418062326,0.004820207772874344,6.0,0.13999999999999999,4200.0,0.00021314588947975957
3233.0310251917585,2197.9433390848753,-9361.356069018919,0.00471092999501029,7.0,0.13999999999999999,4200.0,0.00024845039997114225
3537.7079799218654,2329.1787851516383,-10172.949076054298,0.004610034344865132,8.0,0.13999999999999999,4200.0,0.00028369269983912767
3821.8849971602704,2437.8482286977764,-10918.168515893994,0.00449711469229023,9.0,0.13999999999999999,4150.0,0.0003188730079427189
4088.2680316043393,2527.602214786539,-11606.386060573044,0.004410642820300569,10.0,0.13999999999999999,4150.0,0.0003539915419880172
4339.035346406872,2601.10024304454,-12245.185966784433,0.004329702159521971,11.0,0.13999999999999999,4150.0,0.0003890485185363046
4575.972447147853,2660.79647328004,-12840.771224185439,0.0042536801161806295,12.0,0.13999999999999999,4150.0,0.0004240441530120581
4800.564774451194,2708.4591957938605,-13398.254912453747,0.004182059993387717,13.0,0.13999999999999999,4150.0,0.00045897865971089135
5014.06246203879,2745.888148687161,-13921.90171909384,0.004114401819059716,14.0,0.13999999999999999,4150.0,0.0004938522518074282
5217.5288292105615,2774.2377437039113,-14415.305892520119,0.00405032787425302,15.0,0.13999999999999999,4150.0,0.0005286651413631086
5411.876890374874,2794.9185046759158,-14881.525049286603,0.00398951128954992,16.0,0.13999999999999999,4150.0,0.0005634175393339245
5597.8968098081805,2808.7322046023814,-15323.181325594123,0.003931667306931723,17.0,0.13999999999999999,4150.0,0.0005981096555780908
5776.279294143923,2816.6335201353445,-15742.540468273808,0.0038765464240199036,18.0,0.13999999999999999,4150.0,0.000632741698863649
5947.629261459581,2819.4150628352913,-16141.573680687128,0.003823928747532144,19.0,0.13999999999999999,4150.0,0.0006673138768760085
6112.479337038073,2817.618741818624,-16522.005740684246,0.0037736193879478815,20.0,0.13999999999999999,4150.0,0.0007018263962254038
6271.303635259171,2811.93208874787,-16885.35521396419,0.003725445036493278,21.0,0.13999999999999999,4150.0,0.000736279462454328
6424.529624116214,2802.838690368845,-17233.041550942435,0.003666183593289449,22.0,0.13999999999999999,4100.0,0.0007706732800448598
6572.532874421322,2790.713013667464,-17566.187712283223,0.0036221374167766836,23.0,0.13999999999999999,4100.0,0.0008050080524259507
6715.655199360168,2775.980787038854,-17885.848004142754,0.003579789872222027,24.0,0.13999999999999999,4100.0,0.0008392839819806442
6854.208647204902,2759.0768248743966,-18192.97835586444,0.0035390292109456867,25.0,0.13999999999999999,4100.0,0.0008735012700532328
6988.468076068105,2740.199024837605,-18488.4381534797,0.0034997538942194,26.0,0.13999999999999999,4100.0,0.0009076601169563551
7118.693436997448,2719.6294488145395,-18773.00358810756,0.0034618718147961867,27.0,0.13999999999999999,4100.0,0.0009417607219780316
7245.112133957583,2697.6142783253645,-19047.37777915236,0.003425298574030054,28.0,0.13999999999999999,4100.0,0.000975803283388641
7367.940660965207,2674.428586066759,-19312.198934484986,0.0033899573773326893,29.0,0.13999999999999999,4100.0,0.0010097879984478366
7487.370804223297,2650.2227725663315,-19568.04933365842,0.003355777539528557,30.0,0.13999999999999999,4100.0,0.001043715063411405
0.0,0.0,-2.1237246499294997,0.005513693786642218,0.0,0.18,4250.0,0.0
638.8081802953355,533.669735303507,-1934.0745419008817,0.005290763838289695,1.0,0.18,4200.0,3.5682435870027843e-05
1175.8433188142797,946.846669182479,-3538.003141770445,0.005124998405113497,2.0,0.18,4200.0,7.13013232899229e-05
1643.3397068222625,1277.1519622521712,-4908.393592073531,0.004978285505162832,3.0,0.18,4200.0,0.00010685688820990892
2059.33399283555,1546.0768654675692,-6103.8225323003135,0.004846732484554013,4.0,0.18,4200.0,0.0001423493553772791
2435.196603537919,1767.4963345472697,-7163.08107947174,0.004727560447753345,5.0,0.18,4200.0,0.0001777789483449199
2778.668916484815,1951.0300827763563,-8113.242481018002,0.004618707196894823,6.0,0.18,4200.0,0.00021314588947975957
3095.313739657804,2103.576034627218,-8973.98278027965,0.004518595707383143,7.0,0.18,4200.0,0.00024845039997114225
3389.2952108248064,2230.606386939856,-9760.07001879545,0.004425989838172748,8.0,0.18,4200.0,0.00028369269983912767
3663.824610034012,2336.0637834067757,-10482.936429412308,0.0043210391181499,9.0,0.18,4150.0,0.0003188730079427189
3921.446074558349,2423.391076408498,-11151.621950609493,0.0042414204341153245,10.0,0.18,4150.0,0.0003539915419880172
4164.208328617905,2495.1335803441525,-11773.154819695053,0.004166782254581084,11.0,0.18,4150.0,0.0003890485185363046
4393.795200597796,2553.602207021482,-12353.388410496489,0.004096580591454628,12.0,0.18,4150.0,0.0004240441530120581
4611.608250936917,2600.5084922895385,-12897.154821997996,0.004030355889422056,13.0,0.18,4150.0,0.00045897865971089135
4818.828391563611,2637.537731052864,-13408.49025802951,0.003967716166242392,14.0,0.18,4150.0,0.0004938522518074282
5016.461076278081,2665.8059287650863,-13890.800966715753,0.0039083243287198095,15.0,0.18,4150.0,0.0005286651413631086
5205.370378415429,2686.6846753084055,-14346.98817606359,0.00385188830966452,16.0,0.18,4150.0,0.0005634175393339245
5386.305087988229,2700.8985063979358,-14779.543634262685,0.0037981533971729146,17.0,0.18,4150.0,0.0005981096555780908
5559.921069798445,2709.408797080819,-15190.6226130125,0.0037468959707628218,18.0,0.18,4150.0,0.000632741698863649
5726.791097267989,2712.9291177844093,-15582.102504401926,0.0036979186900951613,19.0,0.18,4150.0,0.0006673138768760085
5887.422015592089,2712.0018954238312,-15955.628069594604,0.00365104663199556,20.0,0.18,4150.0,0.0007018263962254038
6042.26539646524,2707.3158965986877,-16312.648534676482,0.0036061237295591385,21.0,0.18,4150.0,0.000736279462454328
6191.726390059067,2699.2821033594173,-16654.447281336077,0.0035630105649135,22.0,0.18,4150.0,0.0007706732800448598
6336.162861914062,2688.2892307461707,-16982.1904455618,0.0035089112478560204,23.0,0.18,4100.0,0.0008050080524259507
6475.90288010067,2674.7800618897636,-17296.92949960826,0.003469333368909258,24.0,0.18,4100.0,0.0008392839819806442
6611.240389386085,2659.1095165411307,-17599.51945040928,0.003431209651325008,25.0,0.18,4100.0,0.0008735012700532328
6742.440612845957,2641.5020782605693,-17890.78448821066,0.0033944486090310665,26.0,0.18,4100.0,0.0009076601169563551
6869.750495676483,2622.231416870076,-18171.470165001396,0.003358966572195294,27.0,0.18,4100.0,0.0009417607219780316
6993.387035501897,2601.5433906357252,-18442.25140785607,0.00332468737528054,28.0,0.18,4100.0,0.000975803283388641
7113.559136020511,2579.7095371453283,-18703.742530299634,0.0032915412741371945,29.0,0.18,4100.0,0.0010097879984478366
7230.4476380204205,2556.8396677587752,-18956.5036641009,0.0032594639872571747,30.0,0.18,4100.0,0.001043715063411405
0.0,0.0,-2.1237246499294997,0.00522497909311448,0.0,0.22,4250.0,0.0
606.5416074004097,506.67108905151963,-1836.5018693910388,0.005023232803883777,1.0,0.22,4200.0,3.5682435870027843e-05
1117.9237992232952,900.0745252827754,-3364.706347389212,0.004873961054909245,2.0,0.22,4200.0,7.13013232899229e-05
1564.1814910110616,1215.3884620125673,-4674.358939558209,0.0047414484085633165,3.0,0.22,4200.0,0.00010685688820990892
1962.1205584343613,1472.7287332684489,-5819.877206180536,0.00462230852419922,4.0,0.22,4200.0,0.0001423493553772791
2322.3350997706802,1685.0917989618565,-6837.35250902985,0.0045141188635092165,5.0,0.22,4200.0,0.0001777789483449199
2652.0475696536423,1861.515569346798,-7752.013707634105,0.004415077909232568,6.0,0.22,4200.0,0.00021314588947975957
2956.455577562761,2008.4854206254363,-8582.226166433058,0.004323805173343826,7.0,0.22,4200.0,0.00024845039997114225
3239.4494411993724,2131.147543657676,-9341.796330126497,0.004239216645034101,8.0,0.22,4200.0,0.00028369269983912767
3504.039439036016,2233.2393083083753,-10041.378509565591,0.004160443876556659,9.0,0.22,4200.0,0.0003188730079427189
3752.607180738759,2317.997633884046,-10689.496385234379,0.004069083635678556,10.0,0.22,4150.0,0.0003539915419880172
3987.0771597783078,2387.8538046549297,-11292.824200942945,0.004000586376810037,11.0,0.22,4150.0,0.0003890485185363046
4209.031527443484,2444.9754236760405,-11856.801155372385,0.003936068670242159,12.0,0.22,4150.0,0.0004240441530120581
4419.788690859452,2491.015464685019,-12385.979365729756,0.003875124026178321,13.0,0.22,4150.0,0.00045897865971089135
4620.46068795189,2527.545130476808,-12884.166421409333,0.003817405240651715,14.0,0.22,4150.0,0.0004938522518074282
4811.9954948553295,2555.661645252569,-13354.580304428848,0.0037626133184241514,15.0,0.22,4150.0,0.0005286651413631086
4995.20850297482,2576.638107111937,-13799.965257494303,0.0037104887827247098,16.0,0.22,4150.0,0.0005634175393339245
5170.807273707702,2591.1826821230698,-14222.680980588651,0.003660804933490165,17.0,0.22,4150.0,0.0005981096555780908
5339.412093037626,2600.2389066383853,-14624.77154554354,0.003613362679814868,18.0,0.22,4150.0,0.000632741698863649
5501.564002840967,2604.440919648845,-15008.018850834931,0.003567985976501649,19.0,0.22,4150.0,0.0006673138768760085
5657.743690024228,2604.33256512194,-15373.986518308644,0.0035245185290720847,20.0,0.22,4150.0,0.0007018263962254038
5808.380918868922,2600.6051112874047,-15724.053039036837,0.0034828209448481717,21.0,0.22,4150.0,0.000736279462454328
5953.856955463145,2593.5958047853424,-16059.44117003982,0.003442768209052689,22.0,0.22,4150.0,0.0007706732800448598
6094.512583331777,2583.703610184897,-16381.23906883924,0.003404248047004732,23.0,0.22,4150.0,0.0008050080524259507
6230.662321918227,2571.3884851741077,-16690.42084989522,0.0033671589414198387,24.0,0.22,4150.0,0.0008392839819806442
6362.580856674259,2556.9313861044766,-16987.8980792175,0.0033193737209973144,25.0,0.22,4100.0,0.0008735012700532328
6490.52544258248,2540.5780649033295,-17274.45720808988,0.0032851216446744334,26.0,0.22,4100.0,0.0009076601169563551
6614.726179807793,2522.5901356099325,-17550.770948003665,0.0032520374361208297,27.0,0.22,4100.0,0.0009417607219780316
6735.394870137771,2503.2436101225967,-17817.48586876854,0.0032200526515581314,28.0,0.22,4100.0,0.000975803283388641
6852.725620050513,2482.7298895239683,-18075.191172465507,0.003189104122355804,29.0,0.22,4100.0,0.0010097879984478366
6966.896138825731,2461.191429345251,-18324.423484887804,0.0031591342085946317,30.0,0.22,4100.0,0.001043715063411405
0.0,0.0,-2.1237246499294997,0.004938509083186672,0.0,0.26,4250.0,0.0
574.3968017256562,479.7786889557958,-1739.289482797627,0.0047567329184405715,1.0,0.26,4200.0,3.5682435870027843e-05
1060.0661183969337,853.365180905509,-3191.4853415418984,0.004623018609970209,2.0,0.26,4200.0,7.13013232899229e-05
1484.9263676937535,1153.572689125105,-4439.755184247755,0.004503963249430253,3.0,0.26,4200.0,0.00010685688820990892
1864.585541047299,1399.171179252623,-5534.514323667856,0.004396636818650029,4.0,0.26,4200.0,0.0001423493553772791
2208.8930555043626,1602.3067007303616,-6509.246164484983,0.004298938796389053,5.0,0.26,4200.0,0.0001777789483449199
2524.5652319893097,1771.4448743954545,-7387.390607436428,0.004209304541425216,6.0,0.26,4200.0,0.00021314588947975957
2816.4418947672725,1912.662907906385,-8186.036758298011,0.004126532541799042,7.0,0.26,4200.0,0.00024845039997114225
3088.149889488696,2030.791535109539,-8918.05136266719,0.004049677659710149,8.0,0.26,4200.0,0.00028369269983912767
3342.499285053541,2129.3609613154176,-9593.378772658718,0.003977981377879336,9.0,0.26,4200.0,0.0003188730079427189
3581.7138636470563,2211.404286358066,-10219.872874204775,0.0039108246714851325,10.0,0.26,4200.0,0.0003539915419880172
3807.5950275984833,2279.2381761668066,-10804.014075220875,0.0038310445333985064,11.0,0.26,4150.0,0.0003890485185363046
4021.624578652565,2334.887440448489,-11350.789521391853,0.003772063241623992,12.0,0.26,4150.0,0.0004240441530120581
4225.038707435895,2379.945490555611,-11864.466979897312,0.003716272680384461,13.0,0.26,4150.0,0.00045897865971089135
4418.881187137883,2415.873598553509,-12348.626063011921,0.0036633672113001057,14.0,0.26,4150.0,0.0004938522518074282
4604.042653708509,2443.7456511224127,-12806.295972502041,0.003613083172667455,15.0,0.26,4150.0,0.0005286651413631086
4781.290172942151,2464.7361911571184,-13240.063709690148,0.00356519154734222,16.0,0.26,4150.0,0.0005634175393339245
4951.290902517531,2479.5356058104626,-13652.156065018848,0.0035194920119327607,17.0,0.26,4150.0,0.0005981096555780908
5114.627503041957,2489.068001691822,-14044.504616716047,0.0034758081474033546,18.0,0.26,4150.0,0.000632741698863649
5271.811109705879,2493.894229738117,-14418.795099776464,0.003433984131258759,19.0,0.26,4150.0,0.0006673138768760085
5423.295558621297,2494.558811555202,-14776.508158673023,0.0033938811211871884,20.0,0.26,4150.0,0.0007018263962254038
5569.488562530497,2491.7368381880774,-15118.9510545316,0.003355375379645206,21.0,0.26,4150.0,0.000736279462454328
5710.747391723889,2485.711001393353,-15447.283949974008,0.0033183556400046338,22.0,0.26,4150.0,0.0007706732800448598
5847.398096341698,2476.889053788808,-15762.540943258573,0.003282722012656959,23.0,0.26,4150.0,0.0008050080524259507
5979.734798850764,2465.7366779202353,-16065.648273594576,0.003248383866235119,24.0,0.26,4150.0,0.0008392839819806442
6108.019479787634,2452.4671389105956,-16357.437714611195,0.00321525945047578,25.0,0.26,4150.0,0.0008735012700532328
6232.498246148205,2437.3489295132363,-16638.660649216014,0.0031832739385802985,26.0,0.26,4150.0,0.0009076601169563551
6353.384510937788,2420.628196403907,-16910.026059367607,0.0031408901718589723,27.0,0.26,4100.0,0.0009417607219780316
6470.885960882669,2402.608281089552,-17172.159667026237,0.003111195163647701,28.0,0.26,4100.0,0.000975803283388641
6585.179854966017,2383.4064777112835,-17425.581816704318,0.0030824423732640203,29.0,0.26,4100.0,0.0010097879984478366
6696.441963491625,2363.1936059847017,-17670.80555318259,0.003054580211991342,30.0,0.26,4100.0,0.001043715063411405
0.0,0.0,-2.1237246499294997,0.004654243885448411,0.0,0.30000000000000004,4250.0,0.0
542.3733195659377,452.99230826755246,-1642.4334155645556,0.004491252979879933,1.0,0.30000000000000004,4200.0,3.5682435870027843e-05
1002.2718891727687,806.7204548769191,-3018.3403372543908,0.004372172599688522,2.0,0.30000000000000004,4200.0,7.13013232899229e-05
1405.5692619151266,1091.7003957729942,-4204.584833762434,0.0042658346082152555,3.0,0.30000000000000004,4200.0,0.00010685688820990892
1766.7256508216105,1325.402297317081,-5247.733325338049,0.004169718686571442,4.0,0.30000000000000004,4200.0,0.0001423493553772791
2094.8639916604566,1519.1373602333526,-6178.751472116914,0.004082014834987637,5.0,0.30000000000000004,4200.0,0.0001777789483449199
2396.211868210964,1680.8117921336523,-7019.346168234704,0.004001372308586482,6.0,0.30000000000000004,4200.0,0.00021314588947975957
2675.2579544608498,1816.1016861752823,-7785.365316597483,0.003926752156592089,7.0,0.30000000000000004,4200.0,0.00024845039997114225
2935.3755465415275,1929.5289896866727,-8488.758428704066,0.0038573356292735846,8.0,0.30000000000000004,4200.0,0.00028369269983912767
3179.174713302072,2024.4139502837934,-9138.774437688153,0.0037924645299650893,9.0,0.30000000000000004,4200.0,0.0003188730079427189
3408.7278234652135,2103.591409417582,-9742.728609025107,0.0037316008322989987,10.0,0.30000000000000004,4200.0,0.0003539915419880172
3625.7140735351463,2169.2610723354583,-10306.541649164734,0.0036580857645182535,11.0,0.30000000000000004,4150.0,0.0003890485185363046
3831.5162628111225,2223.310196552383,-10835.129663163403,0.0036044819061880934,12.0,0.30000000000000004,4150.0,0.0004240441530120581
4027.2892882053275,2267.2686803434644,-11332.350584123174,0.003553708202774491,13.0,0.30000000000000004,4150.0,0.00045897865971089135
4214.009425297657,2302.487732077882,-11801.557231182582,0.0035054974736011334,14.0,0.30000000000000004,4150.0,0.0004938522518074282
4392.5104340935795,2330.015103528053,-12245.590286867991,0.003459618956673585,15.0,0.30000000000000004,4150.0,0.0005286651413631086
4563.511053573779,2350.9306140100352,-12666.87889273341,0.0034158717401660934,16.0,0.30000000000000004,4150.0,0.0005634175393339245
4727.638868051714,2365.9077025543406,-13067.516878061419,0.003374080018466468,17.0,0.30000000000000004,4150.0,0.0005981096555780908
4885.438041915585,2375.845151040452,-13449.321896636604,0.0033340888196107753,18.0,0.30000000000000004,4150.0,0.000632741698863649
